Punto;Fecha;Hora;Especie;N;Observaciones
LG06_1;2020-10-15;8:04:13;A. axis;1;Hastas grandes 3 o 4 ptas
LG06_1;2020-10-15;10:51:33;A. axis;3;2 o 3 indiv sin hastas + 1 cervato
LG06_1;2020-10-15;13:53:06;L. gymnocercus;1;lleva algo no identif en la boca
LG06_1;2020-10-15;14:34:42;L. gymnocercus;1;
LG06_1;2020-10-15;15:59:46;L. gymnocercus;1;
LG06_1;2020-10-15;17:53:51;B. taurus;4;(13 min) al menos 4 indiv
LG06_1;2020-10-16;0:05:11;P. cancrivorous;1;
LG06_1;2020-10-16;7:08:47;A. axis;1;sin hastas
LG06_1;2020-10-16;8:19:40;A. axis;1;cervato?
LG06_1;2020-10-16;8:27:34;A. axis;3;(5 min) 3 indiv, 2 adultos sin hastas (hembra) y un cervato
LG06_1;2020-10-16;16:24:16;B. taurus;4;(4 min) 3 o 4 indiv
LG06_1;2020-10-16;18:04:58;B. taurus;3;(8 min) 3 indiv
LG06_1;2020-10-17;5:27:04;L. gymnocercus;1;
LG06_1;2020-10-18;6:05:20;A. axis;2;(3 min) 2 indiv sin hastas
LG06_1;2020-10-18;6:24:25;A. axis;1;sin hastas
LG06_1;2020-10-19;7:06:35;L. gymnocercus;2;2 indiv, uno hocico más negro y otro más blanco
LG06_1;2020-10-19;19:19:58;B. taurus;1;(3 min)
LG06_1;2020-10-20;9:11:37;A. ypecaha;1;
LG06_1;2020-10-20;14:31:17;B. taurus;2;(20 min) 2 indiv
LG06_1;2020-10-20;22:39:43;Dasypus sp.?;1;movida, por el tamaño pequeño podría ser D. h. (si el patrón de tamaño observado arriba es real)
LG06_1;2020-10-20;23:05:51;P. cancrivorous;1;
LG06_1;2020-10-21;00.44:05;B. taurus;1;
LG06_1;2020-10-21;5:35:25;A. axis;1;sin hastas
LG06_1;2020-10-21;6:04:20;A. axis;4;(6 min) 4 indiv sin hastas, 1 indiv con hastas mediana-grande 2 ptas con terciopelo
LG06_1;2020-10-21;6:16:00;A. axis;1;sin hastas
LG06_1;2020-10-21;6:32:59;A. axis;3;3 indiv (un cervato?)
LG06_1;2020-10-21;8:25:25;B. taurus;1;(3 min)
LG06_1;2020-10-21;8:30:50;B. taurus;3;(6 min) 3 indiv
LG06_1;2020-10-21;9:48:02;L. gymnocercus;1;
LG06_1;2020-10-21;9:58:37;L. gymnocercus;1;
LG06_1;2020-10-21;18:05:06;B. taurus;1;(3 min)
LG06_1;2020-10-21;22:39:41;D. novemcinctus;1;8-9 bandas, grande, cola con anillos bien claros sobre fondo oscuro
LG06_1;2020-10-21;23:42:31;B. taurus;1;
LG06_1;2020-10-22;2:32:14;A. axis;3;3 indiv sin hastas
LG06_1;2020-10-22;2:47:30;A. axis;3;3 indiv sin hastas (un cervato?)
LG06_1;2020-10-22;2:58:18;A. axis;2;2 indiv sin hastas
LG06_1;2020-10-22;14:46:00;A. axis;1;hastas muy grandes, 3 o 4 ptas, sin terciopelo
LG06_1;2020-10-22;15:19:05;A. axis;1;hastas medianas-grandes 3 ptas con terciopelo
LG06_1;2020-10-22;15:24:47;A. axis;1;mismo anterior
LG06_1;2020-10-22;19:39:03;E. caballus;1;claro 
LG06_1;2020-10-22;20:45:23;L. geoffroyi;1;
LG06_1;2020-10-22;21:10:35;A. axis;1;sin hastas
LG06_1;2020-10-22;23:42:04;D. novemcinctus;1;8 bandas, grande, cola bicolor
LG06_1;2020-10-23;5:43:25;A. axis;1;sin hastas
LG06_1;2020-10-23;18:55:18;A. axis;2;2 indiv, uno sin hastas,uno con hastas muy grandes sin terciopelo 3-4 ptas.
LG06_1;2020-10-23;19:11:47;D. hybridus;1;pequeño, todo oscuro (foto movida, no se ven bandas)
LG06_1;2020-10-24;18:44:14;L. gymnocercus;1;
LG06_1;2020-10-25;19:36:45;D. hybridus;1;pequeño, todo oscuro (foto movida, no se ven bandas), color parejo en cola
LG06_1;2020-10-25;20:22:18;D. hybridus;1;7-8 bandas?, cola bicolor o pareja?, tamaño chico
LG06_1;2020-10-26;2:34:31;P. cancrivorous;1;
LG06_1;2020-10-26;18:46:59;L. gymnocercus;1;
LG06_1;2020-10-26;20:18:23;D. hybridus;1;pequeño obscuro
LG06_1;2020-10-27;6:33:30;A. axis;1;
LG06_1;2020-10-27;12:34:21;L. gymnocercus;1;
LG06_1;2020-10-28;0:57:54;P. cancrivorous;1;
LG06_1;2020-10-28;23:23:43;E. sexcinctus;1;
LG06_1;2020-10-29;8:05:53;L. gymnocercus;1;
LG06_1;2020-10-29;8:23:12;A. axis;4;4 indiv. dos adultos sin hastas, un adulto con o sin hastas (mucho reflejo no se ve), un cervato
LG06_1;2020-10-29;12:16:06;A. axis;2;2 indiv, uno con hasta mediana c terciopelo 2 ptas, otro con hasta mediana sin terciopelo 2 ptas
LG06_1;2020-09-24;14:41:00;M. chimango;1;(11 min)
LG06_1;2020-09-24;16:07:00;L. gymnocercus;1;
LG06_1;2020-09-24;17:34:00;M. chimango;1;
LG06_1;2020-09-28;17:37:00;L. gymnocercus;1;
LG06_1;2020-09-30;11:32:00;R. americana?;1;ñandú a lo lejos?? fuera del rango de detacción de la cámara, que se dispara sola por viento
LG06_1;2020-09-30;19:39:00;L. gymnocercus;1;
LG06_1;2020-09-30;19:57:00;A. axis;2;(11 min) 2 indiv sin hastas
LG06_1;2020-10-01;2:03:00;A. axis;1;sin hastas
LG06_1;2020-10-01;7:05:00;A. axis;1;con hastas medias-grandes 3 ptas
LG06_1;2020-10-01;9:40:00;R. americana;1;
LG06_1;2020-10-02;1:16:00;A. axis;2;2 indiv., uno sin hastas, uno hastas cortas 1 pta sin terciopelo
LG06_1;2020-10-03;6:07:00;L. gymnocercus;1;
LG06_1;2020-10-04;5:23:00;A. axis;3;3 indiv, al fondo, foto oscura (no llega el flash), pasa uno, luego otros dos, detectado por brillo de ojos
LG06_1;2020-10-07;11:47:00;A. correndera?;1;"probable: Anthus correndera: cachirla común; o alguna otra cachirla?"
LG06_1;2020-10-07;19:36:00;B. taurus;1;sólo parte de la cabeza
LG06_1;2020-10-07;20:40:00;B. taurus;1;
LG06_1;2020-10-07;23:59:00;B. taurus;1;(5 min) 
LG06_1;2020-10-08;0:42:00;B. taurus;2;2 indiv
LG06_1;2020-10-08;5:53:00;B. taurus;7;7 indiv (algunos fuera del rango de detección)
LG06_1;2020-10-08;8:10:00;B. taurus;10;> 10 indiv (algunos fuera del rango de detecc.)
LG06_1;2020-10-08;8:22:00;B. taurus;20;(6 min) ca. 20 indiv (algunos fuera del rango de detecc.)
LG06_1;2020-10-08;9:35:00;B. taurus;10;> 10 indiv (algunos fuera del rango de detecc.)
LG06_1;2020-10-08;11:35:00;B. taurus;10;ca. 10 (algunos fuera del rango de detecc.)
LG06_1;2020-10-08;11:42:00;B. taurus;8;ca. 8 (prob todos fuera del rango de detecc.)
LG06_1;2020-10-08;12:13:00;B. taurus;10;ca. 10 (prob. todos fuera del rango de detecc.)
LG06_1;2020-10-08;12:35:00;B. taurus;7;(4 min) 7 indiv (algunos fuera del rango de detección)
LG06_1;2020-10-08;13:59:00;B. taurus;1;
LG06_1;2020-10-08;14:21:00;B. taurus;2;2 indiv (fuera del rango de detección)
LG06_1;2020-10-08;15:05:00;B. taurus;7;(5 min) 7 indiv (algunos fuera del rango de detección)
LG06_1;2020-10-08;16:18:00;B. taurus;4;(8 min) 4 indiv (3 fuera del rango de detección), la estaca se mueve empujada por una vaca y queda torcida
LG06_1;2020-10-08;16:44:00;B. taurus;9;(24 min) 9 indiv (algunos fuera de rango)
LG06_1;2020-10-08;18:07:00;B. taurus;1;
LG06_1;2020-10-08;18:46:00;B. taurus;8;8 indiv (7 fuera de rango), la estaca cae empujada nuevamente por una vaca, primero  queda mirando inclinada hacia abajo, se reduce campo de observación al mínimo
LG06_3;2020-09-24;16:12:00;paseriforme NN;1;ratonera?
LG06_3;2020-09-25;11:22:00;M. chimango;1;"entre el 27 y 28 desaparece el cebo que estaba a la vista, pero no hay ningún registro de ello; habrá caído?"
LG06_3;2020-10-02;6:22:00;B. taurus;5;(9 min) ca. 5 indiv fuera de rango, atrás de tajamar
LG06_3;2020-10-02;12:08:00;B. taurus;6;(10 min) ca. 6 indiv fuera de rango, atrás de tajamar
LG06_3;2020-10-02;13:20:00;B. taurus;2;2 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-02;17:56:00;B. taurus;3;3 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-03;6:50:00;B. taurus;3;3 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-03;10:35:00;B. taurus;5;5 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-03;18:18:00;B. taurus;5;5 indiv, uno en el rango de la cámara, 4 fuera del otro lado del tajamar
LG06_3;2020-10-04;9:58:00;B. taurus;1;un indiv muy lejos, fuera de rango tras tajamar
LG06_3;2020-10-04;10:26:00;B. taurus;1;un indiv muy lejos, fuera de rango tras tajamar
LG06_3;2020-10-04;15:06:00;B. taurus;5;(15 min) 5 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-04;17:17:00;B. taurus;10;ca 10 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-05;11:27:00;B. taurus;2;(11 min) 2 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-05;15:36:00;B. taurus;9;9 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-06;10:53:00;B. taurus;6;6 indiv fuera de rango, atrás tajamar
LG06_3;2020-10-06;14:56:00;A. pyrrholeuca;1;"probable: Asthenes pyrrholeuca: Canastero coludo; similar ratonera pero con cola marrón más larga; similar al de más abajo"
LG06_3;2020-10-06;17:52:00;B. taurus;5;5 indiv fuera de rango, atrás tajamar, muy lejos
LG06_3;2020-10-07;8:15:00;B. taurus;4;"Vaca: 4 indiv fuera de rango, atrás tajamar; "
LG06_3;2020-10-07;8:15:00;Anseriforme NN;4;pato: 2 adultos +2 pichones grandes en el tajamar
LG06_3;2020-10-09;17:01:00;B. taurus;4;(16 min) 4 indiv fuera de rango, atrás tajamar, muy lejos
LG06_3;2020-10-09;17:48:00;B. taurus;4;(36 min) 4 indiv fuera de rango, atrás tajamar, muy lejos
LG06_3;2020-10-14;9:36:00;A. pyrrholeuca;1;"mismo anterior; este se ve mucho mejor"
LG06_3;2020-10-18;4:59:00;A. axis;1;sin hastas
LG06_3;2020-10-19;3:28:00;H. hydrochaeris?;1;vaca? jabalí? ciervo? caballo?
LG06_3;2020-10-20;14:45:00;H. hydrochaeris;1;
LG06_3;2020-10-22;13:26:00;H. hydrochaeris;1;
LG06_3;2020-10-23;3:37:00;H. hydrochaeris;1;
